customer_id,age,salary_net_income,social_security_net_income,self_employed_net_income,salary_frequency,months_current_job,total_experience_months,current_bankruptcy_status,ever_bankrupt,loan_id,loan_amount,interest_rate,tenure,tenure_type,fee,recurring_payment_amount,total_due,no_of_days_since_last_payment,missed_payments,on_time_payments,penalty,current_due,current_delinquent,current_default,past_collection_success,past_delinquencies,credit_score,past_to_be_collected,past_collection_amount,collectibility_score,refinance,extended_payment_plan,settlement_plans_with_waive_off,accepted_option,promised_to_pay,promised_to_pay_status,expected_collection_amount
C122,75,1473,0,0,weekly,58.0,399.0,False,False,1121,1176,14.51,9,biweekly,100,134.34,1309.06,2,0,5,12.75,650.11,False,False,True,9,517,8100,4289,79.37,True,False,False,Refinance,No,Partially kept,4289.0
C123,29,2629,0,0,biweekly,38.0,68.0,False,False,1122,2775,22.52,8,weekly,100,353.67,2929.36,21,3,5,243.81,1404.82,True,False,,10,618,0,0,48.35,False,False,False,Refinance,,,926.25
C124,56,2654,0,2421,monthly,57.0,361.0,False,False,1123,2687,29.76,15,monthly,100,216.7,3350.5,59,1,1,1848.94,4982.74,True,False,True,14,779,6686,5855,78.73,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,5855.0
C125,66,4152,0,4782,monthly,88.0,459.0,False,False,1124,1483,26.3,12,biweekly,100,131.86,1682.32,69,4,5,705.88,1728.9,True,False,True,8,748,2152,1928,86.6,False,True,False,Extended_payment_plan,No,Partially kept,1928.0
C126,82,2832,0,3206,weekly,52.0,326.0,False,False,1125,2223,11.27,15,weekly,100,150.78,2361.7,36,5,10,307.4,1161.3,True,False,,11,535,0,0,86.25,False,False,False,Refinance,,,1029.75
C127,42,1855,0,0,monthly,80.0,112.0,False,False,1126,1886,20.89,10,biweekly,100,197.03,2070.3,61,4,6,541.75,1429.87,True,False,,5,828,0,0,54.48,False,False,False,Refinance,,,1232.58
C128,68,0,1002,4633,,,,False,False,1127,2534,28.0,21,monthly,100,154.01,3334.21,430,14,0,3000.79,6335.0,True,True,False,13,619,6826,0,50.55,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C129,30,0,1769,0,,,,False,False,1128,1929,25.61,6,weekly,100,327.06,2062.36,2,0,3,21.62,1102.8,False,False,False,14,721,2318,0,47.57,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C130,54,4000,0,0,monthly,2.0,432.0,False,False,1129,4158,16.14,21,monthly,100,228.6,4900.6,429,14,5,3381.84,7139.44,True,True,False,13,808,5871,0,41.4,True,True,True,Refinance,Yes,not kept,0.0
C131,33,0,4328,0,,,,False,False,1130,4731,14.2,13,monthly,100,394.78,5232.14,67,2,7,1654.02,4122.7,True,False,True,1,391,3087,806,46.75,True,True,False,Extended_payment_plan,No,Partially kept,806.0
C132,81,693,0,573,monthly,50.0,532.0,False,False,1131,3880,13.19,20,weekly,100,199.21,4084.2,127,18,2,3317.2,7002.98,True,True,,14,550,0,0,36.95,False,False,False,Refinance,,,1220.83
C133,28,967,0,3726,biweekly,56.0,82.0,False,True,1132,408,28.58,6,weekly,50,69.31,465.86,18,2,4,33.95,222.57,True,False,,6,383,0,0,76.77,False,False,False,Refinance,,,1547.94
C134,51,4937,0,27,weekly,57.0,231.0,False,False,1133,2348,24.08,19,biweekly,100,135.34,2671.46,258,18,1,2282.51,4818.63,True,True,,12,403,0,0,71.08,False,False,False,Refinance,,,1538.63
C135,92,1820,0,2901,monthly,55.0,810.0,False,False,1134,2370,28.94,12,biweekly,100,212.08,2644.96,67,4,0,1772.12,4417.08,True,False,False,10,467,9877,0,72.24,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C136,53,3494,0,0,monthly,25.0,328.0,False,False,1135,2385,21.25,16,biweekly,100,159.63,2654.08,17,1,3,369.78,2544.97,True,False,,15,382,0,0,68.48,False,False,False,Refinance,,,1380.96
C137,70,0,2342,3379,,,,False,False,1136,1238,18.7,19,monthly,100,75.78,1539.82,212,7,9,772.02,1629.82,True,True,,6,343,0,0,63.65,False,False,False,Refinance,,,1486.48
C138,19,1145,0,0,biweekly,1.0,10.0,False,False,1137,3913,12.27,14,monthly,100,301.41,4319.74,54,1,4,1681.61,4795.71,True,False,True,6,368,828,454,27.6,False,True,False,Extended_payment_plan,No,Partially kept,454.0
C139,65,4198,0,4789,weekly,19.0,282.0,False,False,1138,4058,16.58,21,weekly,100,200.09,4301.89,86,12,4,3011.32,6512.85,True,False,True,14,744,5301,2094,66.4,False,True,True,Settlement_plans_with_waive_off,No,Partially kept,2094.0
C140,51,3876,0,3528,monthly,19.0,176.0,False,False,1139,3909,14.58,10,weekly,100,396.95,4069.5,38,5,0,1546.41,5615.91,True,False,,12,702,0,0,71.06,False,False,False,Refinance,,,1471.72
C141,35,1679,0,0,monthly,54.0,85.0,False,False,1140,1251,11.98,25,biweekly,100,53.09,1427.25,231,16,8,902.28,1904.81,True,True,,7,793,0,0,57.57,False,False,False,Refinance,,,997.59
C142,25,0,2442,4872,,,,False,False,1141,2735,18.66,11,monthly,100,272.43,3096.73,127,4,7,1070.75,2260.47,True,True,True,16,486,3299,2802,68.52,True,False,False,Refinance,Yes,Partially kept,2802.0
C143,86,4126,0,0,weekly,21.0,142.0,False,False,1142,770,29.51,21,monthly,50,47.39,1045.19,572,19,2,855.37,1805.78,True,True,,16,548,0,0,65.43,False,False,False,Refinance,,,1150.36
C144,93,0,4247,0,,,,False,True,1143,1816,27.48,7,monthly,100,283.73,2086.11,92,3,2,1366.78,2885.43,True,True,,12,335,0,0,62.58,False,False,False,Refinance,,,1337.49
C145,26,2932,0,0,monthly,0.0,28.0,False,False,1144,3314,18.91,13,biweekly,100,268.09,3585.17,58,4,4,1457.43,3970.24,True,False,,11,439,0,0,43.33,False,False,False,Refinance,,,1066.77
C146,63,4169,0,0,monthly,52.0,434.0,False,False,1145,3249,12.38,20,weekly,100,166.54,3430.8,25,3,2,774.43,3872.15,True,False,,6,832,0,0,65.02,False,False,False,Refinance,,,1282.41
C147,70,4242,0,0,monthly,20.0,32.0,False,False,1146,836,14.17,17,biweekly,50,51.62,927.54,111,7,10,370.21,781.55,True,True,,10,427,0,0,71.9,False,False,False,Refinance,,,1117.45
C148,53,3750,0,0,monthly,45.0,79.0,False,False,1147,1425,19.85,12,monthly,100,131.9,1682.8,255,8,0,1514.52,3197.32,True,True,False,7,730,32,0,64.02,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C149,91,2258,0,0,weekly,79.0,312.0,False,False,1148,1088,18.22,21,weekly,100,53.83,1230.43,100,14,7,768.26,1621.88,True,True,False,1,686,5894,0,76.74,True,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C150,36,2069,0,0,monthly,21.0,40.0,False,False,1149,287,23.72,7,weekly,50,41.75,342.25,41,5,0,140.32,482.57,True,False,,16,804,0,0,66.49,False,False,False,Refinance,,,1075.88
C151,67,2040,0,0,monthly,73.0,358.0,False,False,1150,2096,17.22,22,monthly,100,111.78,2559.16,625,20,1,2202.64,4650.02,True,True,False,18,404,9553,0,46.71,False,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C152,74,543,0,4228,monthly,18.0,540.0,False,False,1151,1152,20.0,24,biweekly,100,52.75,1366.0,194,13,4,1039.5,2194.5,True,True,,13,710,0,0,73.21,False,False,False,Refinance,,,1387.96
C153,32,0,1538,4402,,,,False,False,1152,3250,22.23,8,weekly,100,414.1,3412.8,10,1,1,299.87,3298.57,True,False,,9,435,0,0,59.88,False,False,False,Refinance,,,1161.44
C154,81,3305,0,0,weekly,84.0,202.0,False,False,1153,1215,15.02,16,monthly,100,84.27,1448.32,337,11,0,1303.49,2751.81,True,True,,2,386,0,0,81.93,False,False,False,Refinance,,,1298.98
C155,38,2037,0,360,monthly,54.0,81.0,False,False,1154,4541,17.22,14,biweekly,100,340.7,4869.8,186,13,0,4382.82,9252.62,True,True,,2,426,0,0,40.34,False,False,False,Refinance,,,1299.24
C156,33,988,0,0,weekly,43.0,115.0,False,False,1155,3806,13.04,7,biweekly,100,554.68,3982.76,30,2,1,1028.42,4456.5,True,False,True,3,351,3727,2682,32.68,False,True,False,Extended_payment_plan,Yes,Partially kept,2682.0
C157,57,4202,0,0,monthly,31.0,191.0,False,False,1156,2162,24.96,20,weekly,100,113.63,2372.6,67,9,10,828.32,2064.62,True,False,,12,445,0,0,70.07,False,False,False,Refinance,,,1082.82
C158,51,1977,0,3783,biweekly,36.0,171.0,False,False,1157,1677,16.19,16,biweekly,100,110.45,1867.2,89,6,0,1661.81,3529.01,True,False,,15,779,0,0,73.77,False,False,False,Refinance,,,1425.46
C159,55,0,4737,0,,,,False,False,1158,4684,17.65,19,biweekly,100,263.6,5108.4,16,1,17,100.35,727.55,True,False,True,13,743,8668,3020,41.79,True,True,True,Extended_payment_plan,Yes,Partially kept,3020.0
C160,27,3352,0,744,biweekly,17.0,106.0,False,False,1159,2923,20.35,19,weekly,100,159.93,3138.67,67,9,3,1781.45,4440.33,True,False,True,10,311,8752,6439,52.96,True,False,False,Refinance,Yes,Partially kept,6439.0
C161,96,0,1313,0,,,,False,False,1160,2286,26.58,6,weekly,100,387.85,2427.1,38,5,0,922.3,3349.4,True,False,True,10,418,4260,1891,21.32,True,False,False,Refinance,No,Partially kept,1891.0
C162,26,511,0,0,monthly,10.0,14.0,False,False,1161,4255,17.62,9,monthly,100,508.16,4673.44,209,6,2,3291.41,6948.53,True,True,,8,715,0,0,19.35,False,False,False,Refinance,,,953.76
C163,32,4582,0,4849,weekly,85.0,142.0,False,False,1162,1118,18.87,10,weekly,100,114.04,1240.4,60,8,2,607.39,1619.71,True,False,,11,644,0,0,77.02,False,False,False,Refinance,,,1279.36
C164,58,0,2853,0,,,,False,False,1163,4888,11.61,20,weekly,100,250.17,5103.4,86,12,6,3098.05,6700.43,True,False,False,5,362,9658,0,25.9,True,False,False,Refinance,Yes,not kept,0.0
C165,80,1093,0,1256,weekly,27.0,401.0,False,False,1164,3334,27.49,8,weekly,100,426.73,3513.84,2,0,7,10.53,537.26,False,False,True,14,772,7293,3550,58.81,True,True,True,Extended_payment_plan,No,Partially kept,3550.0
C166,36,1794,0,0,weekly,0.0,0.0,False,False,1165,3547,10.68,15,weekly,100,240.37,3705.55,16,2,0,592.89,4298.44,True,False,,6,622,0,0,31.07,False,False,False,Refinance,,,1008.61
C167,49,4473,0,0,monthly,8.0,262.0,False,False,1166,2070,12.75,14,biweekly,100,153.35,2246.9,124,8,6,1194.12,2520.92,True,True,False,7,737,4023,0,70.97,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C168,87,4036,0,0,monthly,42.0,435.0,False,False,1167,4942,15.24,14,weekly,100,360.81,5151.34,54,7,5,1807.54,5154.83,True,False,False,13,815,3572,0,49.97,True,True,False,Extended_payment_plan,Yes,not kept,0.0
C169,83,1459,0,0,biweekly,24.0,505.0,False,False,1168,3366,10.57,19,monthly,100,193.17,3770.23,503,16,2,3045.5,6429.39,True,True,True,13,693,2477,65,34.0,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,65.0
C170,22,1937,0,0,monthly,4.0,8.0,False,False,1169,4511,14.39,8,monthly,100,594.73,4857.84,31,1,0,1505.93,6363.77,True,False,True,10,459,8315,1386,20.22,True,True,True,Refinance,No,Partially kept,1386.0
C171,21,4605,0,0,monthly,14.0,32.0,False,False,1170,3082,23.75,24,monthly,100,162.56,4001.44,290,9,13,1699.34,3587.5,True,True,False,7,348,82,0,47.17,True,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C172,67,0,2706,419,,,,False,False,1171,4051,11.31,17,biweekly,100,247.73,4311.41,43,3,0,1853.91,6165.32,True,False,,5,778,0,0,37.21,False,False,False,Refinance,,,1143.57
C173,47,2062,0,0,biweekly,56.0,212.0,False,False,1172,3547,20.74,12,monthly,100,329.83,4057.96,189,6,0,3652.16,7710.12,True,True,True,13,581,9143,5790,38.82,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,5790.0
C174,64,4007,0,0,monthly,14.0,14.0,False,False,1173,3640,21.55,8,monthly,100,492.53,4040.24,0,0,4,0.0,2070.12,False,False,False,18,698,3943,0,55.27,True,False,False,Refinance,Yes,not kept,0.0
C175,58,0,3294,0,,,,False,False,1174,1022,18.7,10,monthly,100,111.16,1211.6,195,6,3,790.31,1668.43,True,True,True,8,602,7393,4857,62.55,True,True,False,Refinance,No,Partially kept,4857.0
C176,69,3422,0,0,monthly,50.0,348.0,False,False,1175,640,29.59,23,biweekly,50,31.78,780.94,121,8,11,388.22,819.58,True,True,True,4,680,7655,3121,72.67,True,False,False,Refinance,Yes,Partially kept,3121.0
C177,85,1913,0,3424,weekly,42.0,535.0,False,False,1176,4312,28.52,22,monthly,100,253.95,5686.9,571,19,1,4889.66,10322.61,True,True,True,13,401,9588,2517,50.97,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,2517.0
C178,20,3211,0,0,monthly,0.0,14.0,False,False,1177,2843,13.59,8,weekly,100,359.57,2976.56,4,0,0,119.06,3095.62,False,False,True,18,382,3745,1338,47.78,True,False,False,Refinance,No,Partially kept,1338.0
C179,98,3299,0,0,monthly,1.0,571.0,False,False,1178,1376,12.61,8,weekly,100,173.88,1491.04,6,0,2,68.6,1211.88,False,False,,15,507,0,0,97.51,False,False,False,Refinance,,,1651.88
C180,48,688,0,0,monthly,11.0,123.0,False,False,1179,4206,20.17,11,weekly,100,391.32,4404.52,32,4,0,1409.45,5813.97,True,False,,10,470,0,0,23.86,False,False,False,Refinance,,,1221.88
C181,67,801,0,2268,weekly,68.0,451.0,False,False,1180,4364,29.39,8,monthly,100,607.32,4958.56,38,1,0,1884.25,6842.81,True,False,False,11,570,4730,0,39.0,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C182,49,4991,0,0,monthly,36.0,118.0,False,True,1181,3123,16.71,18,monthly,100,197.35,3652.3,119,3,8,1866.15,3939.65,True,True,False,9,356,4934,0,59.92,True,False,False,Refinance,Yes,not kept,0.0
C183,85,4024,0,0,monthly,1.0,473.0,True,True,1182,2343,10.78,21,weekly,100,114.13,2496.73,46,6,15,361.0,1145.78,True,False,False,11,455,426,0,66.2,True,True,True,Refinance,No,not kept,0.0
C184,26,3835,0,751,monthly,33.0,35.0,False,False,1183,4523,22.78,10,biweekly,100,474.38,4843.8,59,4,1,2577.96,6947.38,True,False,,3,517,0,0,47.08,False,False,False,Refinance,,,1119.77
C185,95,0,3942,0,,,,False,False,1184,393,13.2,13,biweekly,50,31.32,457.16,43,3,5,129.24,429.8,True,False,True,12,548,4002,2604,69.07,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,2604.0
C186,92,3949,0,4481,monthly,58.0,66.0,False,False,1185,3780,26.69,25,monthly,100,198.75,5068.75,387,12,0,4561.88,9630.63,True,True,,18,436,0,0,64.92,False,False,False,Refinance,,,1852.91
C187,91,968,0,0,monthly,39.0,366.0,False,False,1186,4363,13.92,12,weekly,100,369.94,4539.28,79,11,0,3586.03,8125.31,True,False,True,1,399,4307,218,34.9,False,True,False,Extended_payment_plan,Yes,Partially kept,218.0
C188,96,0,1241,0,,,,False,False,1187,4363,29.86,6,monthly,100,791.79,4850.74,60,2,3,1485.22,3960.59,True,False,True,13,662,7599,3190,18.92,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,3190.0
C189,71,2116,0,3529,biweekly,65.0,481.0,False,False,1188,823,10.32,11,weekly,50,75.71,882.81,18,2,1,145.28,952.38,True,False,False,3,565,7155,0,82.15,True,False,False,Refinance,No,not kept,0.0
C190,38,4456,0,0,biweekly,65.0,237.0,False,False,1189,3277,23.89,22,weekly,100,156.95,3552.9,60,8,8,1378.38,3675.68,True,False,,12,353,0,0,60.92,False,False,False,Refinance,,,1067.45
C191,46,2290,0,4340,weekly,75.0,103.0,False,False,1190,279,29.23,11,weekly,50,26.23,338.53,2,0,10,1.52,77.75,False,False,True,6,515,9874,1388,88.66,True,True,False,Refinance,No,Partially kept,1388.0
C192,80,2359,0,3546,weekly,64.0,575.0,False,False,1191,2238,22.29,7,weekly,100,325.22,2376.54,17,2,1,348.72,2400.04,True,False,True,10,367,2372,861,75.62,True,False,False,Refinance,Yes,Partially kept,861.0
C193,27,0,3727,190,,,,False,False,1192,2561,25.01,14,weekly,100,189.6,2754.4,67,9,1,1718.42,4283.22,True,False,True,5,745,870,751,53.47,True,False,False,Refinance,Yes,Partially kept,751.0
C194,23,1919,0,0,monthly,4.0,9.0,False,False,1193,2727,12.8,12,monthly,100,243.31,3019.72,253,8,1,2498.77,5275.18,True,True,True,2,746,4172,1537,34.56,False,True,True,Settlement_plans_with_waive_off,No,Partially kept,1537.0
C195,21,3448,0,0,monthly,14.0,29.0,False,True,1194,2981,16.23,23,biweekly,100,139.54,3309.42,293,20,2,2727.31,5757.65,True,True,False,11,568,1288,0,38.01,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C196,22,552,0,0,weekly,7.0,21.0,False,False,1195,3382,26.43,18,weekly,100,197.09,3647.62,25,3,6,616.27,3081.35,True,False,False,7,779,1356,0,14.42,True,True,False,Refinance,Yes,not kept,0.0
C197,56,0,3267,0,,,,False,False,1196,133,18.91,20,biweekly,50,7.17,193.4,253,18,2,161.15,340.21,True,True,True,19,355,529,337,57.44,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,337.0
C198,45,0,3438,0,,,,False,False,1197,1130,29.18,23,biweekly,100,56.02,1388.46,59,4,12,422.57,1138.79,True,False,False,18,517,919,0,56.24,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C199,84,4471,0,922,weekly,30.0,282.0,False,False,1198,3278,27.59,23,monthly,100,185.11,4357.53,183,6,11,2089.19,4410.51,True,True,False,16,543,7258,0,59.56,False,True,True,Extended_payment_plan,Yes,not kept,0.0
C200,35,1944,0,0,weekly,2.0,113.0,False,False,1199,3164,29.95,17,weekly,100,195.91,3430.47,118,16,1,2911.1,6145.66,True,True,,14,660,0,0,33.99,False,False,False,Refinance,,,1275.9
C201,29,2105,0,0,weekly,5.0,5.0,False,False,1200,4204,15.65,17,weekly,100,254.05,4418.85,86,12,2,3363.25,7274.0,True,False,False,9,560,209,0,23.5,False,False,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C202,73,4301,0,1990,weekly,40.0,524.0,False,False,1201,3105,21.64,20,monthly,100,186.31,3826.2,477,15,4,2772.86,5853.82,True,True,True,1,667,4271,513,74.79,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,513.0
C203,91,3084,0,0,weekly,76.0,617.0,False,False,1202,3065,19.18,8,biweekly,100,395.95,3267.6,107,7,0,2940.84,6208.44,True,True,,7,688,0,0,56.32,False,False,False,Refinance,,,807.23
C204,44,1746,0,0,biweekly,7.0,187.0,False,False,1203,2562,15.31,15,monthly,100,188.75,2931.25,35,1,8,497.44,1918.69,True,False,False,13,306,8460,0,41.55,True,False,False,Refinance,No,not kept,0.0
C205,35,2068,0,0,monthly,19.0,27.0,False,False,1204,142,19.82,23,biweekly,50,6.75,205.25,277,19,0,184.72,389.97,True,True,True,13,789,2354,1292,59.13,True,False,False,Refinance,No,Partially kept,1292.0
C206,87,0,3302,0,,,,False,True,1205,4685,15.52,16,monthly,100,326.04,5316.64,436,14,0,4784.98,10101.62,True,True,False,18,545,3885,0,27.68,False,True,False,Extended_payment_plan,No,not kept,0.0
C207,74,2419,0,0,biweekly,16.0,217.0,False,False,1206,3055,25.16,7,monthly,100,473.79,3416.53,52,1,0,1776.6,5193.13,True,False,,14,516,0,0,41.57,False,False,False,Refinance,,,1174.82
C208,68,3266,0,0,monthly,90.0,405.0,False,False,1207,3579,28.89,20,monthly,100,227.58,4651.6,66,2,17,516.61,1299.35,True,False,,14,483,0,0,57.99,False,False,False,Refinance,,,1481.58
C209,100,3009,0,0,biweekly,53.0,796.0,False,False,1208,2653,20.17,13,biweekly,100,215.33,2899.29,87,6,0,2522.38,5421.67,True,False,False,9,785,1549,0,54.25,True,False,False,Refinance,No,not kept,0.0
C210,95,1590,0,0,biweekly,14.0,54.0,False,False,1209,2232,16.33,7,weekly,100,322.88,2360.16,14,2,4,149.61,1218.25,True,False,,12,700,0,0,40.02,False,False,False,Refinance,,,991.34
C211,31,4509,0,0,weekly,53.0,76.0,False,False,1210,1094,10.72,22,biweekly,100,52.12,1246.64,128,9,1,1075.07,2269.59,True,True,,6,438,0,0,70.96,False,False,False,Refinance,,,1368.22
C212,96,0,1836,0,,,,False,False,1211,4967,19.08,18,biweekly,100,295.58,5420.44,179,12,5,3548.29,7490.83,True,True,,5,476,0,0,22.93,False,False,False,Refinance,,,1221.48
C213,72,3720,0,0,weekly,74.0,207.0,False,False,1212,1312,29.04,13,weekly,100,104.91,1463.83,34,4,8,212.35,836.9,True,False,False,6,585,1531,0,74.6,False,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C214,97,3741,0,0,biweekly,87.0,601.0,False,False,1213,331,16.36,11,biweekly,50,31.24,393.64,115,8,1,326.16,688.56,True,True,,10,377,0,0,84.33,False,False,False,Refinance,,,1286.74
C215,79,1557,0,280,weekly,24.0,282.0,False,False,1214,4177,12.19,6,monthly,100,721.13,4426.78,44,1,2,1313.19,4297.71,True,False,,19,725,0,0,41.8,False,False,False,Refinance,,,1490.43
C216,71,630,0,0,weekly,40.0,160.0,False,False,1215,4327,21.11,14,biweekly,100,328.22,4695.08,157,11,3,3339.38,7049.8,True,True,False,7,355,2582,0,21.63,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C217,52,788,0,0,weekly,34.0,232.0,False,False,1216,4887,21.39,22,biweekly,100,243.75,5462.5,132,9,5,3819.38,8063.13,True,True,,18,551,0,0,24.96,False,False,False,Refinance,,,1220.43
C218,63,2817,0,0,monthly,24.0,62.0,False,False,1217,3735,19.11,11,monthly,100,372.84,4201.24,149,4,7,1432.22,3023.58,True,True,False,17,300,4864,0,36.69,True,False,True,Refinance,Yes,not kept,0.0
C219,36,3522,0,4078,weekly,72.0,72.0,False,False,1218,3186,18.9,8,biweekly,100,411.39,3391.12,60,4,0,2034.67,5425.79,True,False,,18,570,0,0,70.83,False,False,False,Refinance,,,1651.08
C220,29,3853,0,0,monthly,10.0,130.0,False,False,1219,4525,10.24,17,weekly,100,270.92,4705.64,7,1,2,291.47,4455.27,False,False,,19,314,0,0,61.6,False,False,False,Refinance,,,1699.31
C221,23,2529,0,3585,monthly,33.0,45.0,False,False,1220,3327,23.1,11,biweekly,100,318.82,3607.02,106,7,4,2098.57,4430.31,True,True,False,2,405,7715,0,62.0,True,True,True,Extended_payment_plan,Yes,not kept,0.0
C222,69,4097,0,0,weekly,0.0,17.0,False,False,1221,2235,12.57,25,weekly,100,92.24,2406.0,136,19,2,1999.37,4220.89,True,True,False,6,365,6163,0,51.27,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C223,65,4697,0,2814,monthly,54.0,390.0,False,False,1222,3821,22.13,14,monthly,100,312.17,4470.38,396,13,1,3742.39,7900.6,True,True,False,8,496,2187,0,70.58,True,True,True,Extended_payment_plan,No,not kept,0.0
C224,87,0,3697,2638,,,,False,False,1223,1665,16.35,25,biweekly,100,72.18,1904.5,342,24,0,1714.05,3618.55,True,True,,6,837,0,0,59.57,False,False,False,Refinance,,,1109.66
C225,87,4036,0,0,biweekly,6.0,762.0,False,False,1224,1663,13.45,10,biweekly,100,171.07,1810.7,102,7,2,1321.7,2790.26,True,True,,9,850,0,0,78.97,False,False,False,Refinance,,,2017.4
C226,67,2444,0,0,biweekly,116.0,116.0,False,False,1225,4806,21.91,13,biweekly,100,391.87,5194.31,115,8,2,3969.51,8380.08,True,True,True,16,514,8946,5256,37.61,True,False,False,Refinance,Yes,Partially kept,5256.0
C227,35,3747,0,0,weekly,86.0,99.0,False,False,1226,2339,28.91,23,monthly,100,133.65,3173.95,297,9,1,2736.27,5776.57,True,True,False,18,627,2549,0,53.56,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
